,loan_status,annual_inc,verification_status,emp_length,home_ownership,int_rate,loan_amnt,purpose,term,grade
8714,Charged Off,57000.0,Verified,1 year,MORTGAGE,11.49,5200.0,home_improvement, 60 months,B
8715,Fully Paid,65000.0,Not Verified,5 years,MORTGAGE,5.42,5000.0,major_purchase, 36 months,A
8716,Fully Paid,65000.0,Not Verified,8 years,RENT,5.99,18000.0,debt_consolidation, 36 months,A
8717,Fully Paid,59000.0,Not Verified,5 years,MORTGAGE,5.42,13000.0,debt_consolidation, 36 months,A
8718,Fully Paid,20000.0,Source Verified,< 1 year,RENT,7.49,4800.0,debt_consolidation, 36 months,A
8719,Charged Off,51996.0,Source Verified,< 1 year,RENT,15.62,3000.0,other, 36 months,D
8720,Fully Paid,45000.0,Source Verified,< 1 year,OWN,5.42,7000.0,debt_consolidation, 36 months,A
8721,Fully Paid,65000.0,Verified,10+ years,MORTGAGE,20.99,10000.0,debt_consolidation, 60 months,F
8722,Fully Paid,75000.0,Verified,2 years,RENT,9.99,12000.0,debt_consolidation, 60 months,B
8723,Fully Paid,160549.0,Verified,10+ years,RENT,11.49,4000.0,other, 60 months,B
8724,Fully Paid,63177.0,Not Verified,3 years,MORTGAGE,7.49,6250.0,debt_consolidation, 36 months,A
8725,Fully Paid,35004.0,Source Verified,3 years,RENT,13.99,4000.0,other, 60 months,C
8726,Fully Paid,71000.0,Source Verified,2 years,MORTGAGE,5.42,4400.0,debt_consolidation, 36 months,A
8727,Fully Paid,140000.0,Source Verified,4 years,MORTGAGE,5.42,12000.0,other, 36 months,A
8728,Fully Paid,57000.0,Verified,5 years,MORTGAGE,10.99,19000.0,debt_consolidation, 60 months,B
8729,Fully Paid,25104.0,Source Verified,< 1 year,OWN,16.49,5400.0,debt_consolidation, 36 months,D
8730,Fully Paid,61000.0,Not Verified,6 years,MORTGAGE,15.23,6000.0,wedding, 36 months,C
8731,Fully Paid,45600.0,Verified,6 years,MORTGAGE,6.99,3000.0,vacation, 36 months,A
8732,Fully Paid,60000.0,Not Verified,10+ years,MORTGAGE,11.99,2700.0,other, 36 months,B
8733,Fully Paid,70000.0,Not Verified,8 years,MORTGAGE,8.49,14400.0,credit_card, 60 months,A
8734,Fully Paid,57400.0,Verified,6 years,MORTGAGE,5.99,7600.0,credit_card, 36 months,A
8735,Fully Paid,28800.0,Not Verified,1 year,MORTGAGE,9.99,3500.0,debt_consolidation, 36 months,B
8736,Fully Paid,48000.0,Verified,10+ years,OWN,10.59,25000.0,debt_consolidation, 60 months,B
8737,Fully Paid,44966.0,Not Verified,3 years,RENT,5.42,10025.0,debt_consolidation, 36 months,A
8738,Fully Paid,187000.0,Verified,6 years,MORTGAGE,13.49,35000.0,small_business, 60 months,C
8739,Fully Paid,30000.0,Source Verified,2 years,RENT,6.99,6400.0,small_business, 36 months,A
8740,Fully Paid,63000.0,Source Verified,3 years,RENT,14.79,11500.0,debt_consolidation, 36 months,C
8741,Fully Paid,53500.0,Verified,3 years,MORTGAGE,13.49,5000.0,debt_consolidation, 36 months,C
8742,Fully Paid,49200.0,Verified,10+ years,OWN,13.49,25000.0,house, 60 months,C
8743,Charged Off,37000.0,Verified,4 years,RENT,16.89,21000.0,major_purchase, 60 months,D
8744,Charged Off,50000.0,Not Verified,6 years,MORTGAGE,5.42,10000.0,debt_consolidation, 36 months,A
8745,Charged Off,108900.0,Source Verified,8 years,MORTGAGE,13.49,25000.0,debt_consolidation, 60 months,C
8746,Fully Paid,51000.0,Source Verified,< 1 year,MORTGAGE,7.49,7000.0,car, 36 months,A
8747,Charged Off,92000.0,Verified,2 years,RENT,17.99,31200.0,debt_consolidation, 60 months,E
8748,Fully Paid,35000.0,Verified,4 years,RENT,13.49,20000.0,small_business, 60 months,C
8749,Fully Paid,50000.0,Source Verified,< 1 year,OWN,10.59,2800.0,house, 36 months,B
8750,Fully Paid,59496.0,Not Verified,4 years,RENT,12.99,6325.0,other, 60 months,C
8751,Fully Paid,60000.0,Verified,5 years,RENT,18.79,8500.0,debt_consolidation, 60 months,E
8752,Fully Paid,67600.0,Verified,6 years,MORTGAGE,9.99,33000.0,debt_consolidation, 36 months,B
8753,Fully Paid,34000.0,Not Verified,2 years,MORTGAGE,6.99,10000.0,small_business, 36 months,A
8754,Fully Paid,55000.0,Source Verified,8 years,MORTGAGE,16.49,12500.0,wedding, 60 months,D
8755,Fully Paid,83199.96,Not Verified,2 years,MORTGAGE,5.42,14400.0,debt_consolidation, 36 months,A
8756,Fully Paid,47000.0,Source Verified,6 years,MORTGAGE,8.49,14100.0,debt_consolidation, 60 months,A
8757,Fully Paid,66901.0,Source Verified,10+ years,MORTGAGE,13.99,9475.0,debt_consolidation, 36 months,C
8758,Fully Paid,80490.0,Source Verified,10+ years,RENT,10.59,6000.0,vacation, 36 months,B
8759,Fully Paid,47500.0,Verified,3 years,MORTGAGE,11.49,25000.0,debt_consolidation, 60 months,B
8760,Fully Paid,50000.0,Source Verified,< 1 year,RENT,21.36,9400.0,other, 60 months,F
8761,Fully Paid,119000.0,Verified,3 years,RENT,11.49,22000.0,credit_card, 36 months,B
8762,Fully Paid,80000.0,Verified,3 years,MORTGAGE,15.62,20000.0,house, 60 months,D
8763,Fully Paid,85000.0,Verified,9 years,RENT,12.99,35000.0,small_business, 60 months,C
8764,Fully Paid,89196.0,Source Verified,10+ years,RENT,15.99,22400.0,debt_consolidation, 60 months,D
8765,Fully Paid,100000.0,Verified,10+ years,MORTGAGE,9.99,14350.0,debt_consolidation, 36 months,B
8766,Fully Paid,170000.0,Verified,6 years,MORTGAGE,7.49,6500.0,debt_consolidation, 36 months,A
8767,Fully Paid,38450.0,Source Verified,6 years,MORTGAGE,7.49,5500.0,debt_consolidation, 36 months,A
8768,Fully Paid,38000.0,Not Verified,3 years,RENT,15.23,3000.0,debt_consolidation, 36 months,C
8769,Fully Paid,49000.0,Source Verified,7 years,RENT,15.99,5000.0,debt_consolidation, 60 months,D
8770,Fully Paid,38400.0,Source Verified,< 1 year,RENT,5.99,12000.0,credit_card, 36 months,A
8771,Fully Paid,35500.0,Not Verified,8 years,MORTGAGE,7.49,9000.0,debt_consolidation, 36 months,A
8772,Fully Paid,65000.0,Source Verified,5 years,MORTGAGE,11.49,4000.0,debt_consolidation, 36 months,B
8773,Fully Paid,8472.0,Source Verified,2 years,RENT,7.49,3000.0,small_business, 36 months,A
8774,Fully Paid,33888.0,Verified,5 years,MORTGAGE,7.49,7000.0,credit_card, 36 months,A
8775,Fully Paid,41000.0,Source Verified,10+ years,RENT,14.79,1500.0,debt_consolidation, 36 months,C
8776,Fully Paid,58000.0,Not Verified,4 years,RENT,15.23,1200.0,car, 36 months,C
8777,Fully Paid,57000.0,Verified,10+ years,MORTGAGE,5.42,14000.0,debt_consolidation, 36 months,A
8778,Fully Paid,48000.0,Not Verified,4 years,MORTGAGE,11.99,3000.0,home_improvement, 36 months,B
8779,Fully Paid,60000.0,Verified,1 year,RENT,19.69,12800.0,small_business, 60 months,E
8780,Fully Paid,40404.0,Not Verified,4 years,RENT,8.49,14000.0,debt_consolidation, 36 months,A
8781,Fully Paid,80000.0,Source Verified,4 years,RENT,5.42,7500.0,debt_consolidation, 36 months,A
8782,Fully Paid,62000.0,Not Verified,5 years,RENT,5.42,13200.0,debt_consolidation, 36 months,A
8783,Fully Paid,37800.0,Not Verified,7 years,MORTGAGE,10.99,7200.0,debt_consolidation, 36 months,B
8784,Fully Paid,82000.0,Verified,3 years,RENT,22.11,22200.0,other, 60 months,G
8785,Fully Paid,135000.0,Verified,10+ years,OWN,11.99,20000.0,debt_consolidation, 60 months,B
8786,Fully Paid,65000.0,Verified,6 years,OWN,16.89,4400.0,debt_consolidation, 36 months,D
8787,Fully Paid,41000.0,Not Verified,< 1 year,MORTGAGE,9.99,6400.0,home_improvement, 36 months,B
8788,Charged Off,12000.0,Not Verified,3 years,RENT,10.59,1600.0,debt_consolidation, 36 months,B
8789,Fully Paid,56400.0,Verified,10+ years,RENT,17.49,20000.0,debt_consolidation, 60 months,D
8790,Fully Paid,135000.0,Verified,10+ years,MORTGAGE,15.99,21000.0,debt_consolidation, 60 months,D
8791,Fully Paid,65000.0,Not Verified,6 years,MORTGAGE,7.49,12000.0,debt_consolidation, 36 months,A
8792,Fully Paid,93600.0,Verified,10+ years,RENT,15.23,18000.0,credit_card, 60 months,C
8793,Fully Paid,50000.0,Verified,7 years,RENT,16.89,20000.0,debt_consolidation, 60 months,D
8794,Fully Paid,65000.0,Not Verified,10+ years,MORTGAGE,11.49,8000.0,small_business, 36 months,B
8795,Fully Paid,78500.0,Not Verified,10+ years,MORTGAGE,7.49,6000.0,other, 36 months,A
8796,Fully Paid,70000.0,Not Verified,6 years,MORTGAGE,5.42,14000.0,home_improvement, 36 months,A
8797,Fully Paid,60000.0,Not Verified,5 years,MORTGAGE,6.99,8000.0,debt_consolidation, 36 months,A
8798,Fully Paid,30000.0,Source Verified,4 years,RENT,12.99,14125.0,debt_consolidation, 36 months,C
8799,Fully Paid,118000.0,Not Verified,5 years,RENT,8.49,7000.0,other, 36 months,A
8800,Fully Paid,200000.0,Source Verified,2 years,MORTGAGE,13.99,25000.0,small_business, 36 months,C
8801,Fully Paid,31200.0,Source Verified,7 years,RENT,16.49,2400.0,other, 36 months,D
8802,Fully Paid,41000.0,Not Verified,2 years,RENT,13.49,7000.0,credit_card, 36 months,C
8803,Fully Paid,31000.0,Verified,2 years,RENT,12.99,9200.0,wedding, 60 months,C
8804,Fully Paid,90000.0,Verified,10+ years,MORTGAGE,18.39,20000.0,debt_consolidation, 60 months,E
8805,Charged Off,54000.0,Not Verified,< 1 year,MORTGAGE,5.99,15000.0,debt_consolidation, 36 months,A
8806,Fully Paid,186000.0,Verified,< 1 year,MORTGAGE,10.99,3700.0,credit_card, 36 months,B
8807,Fully Paid,55000.0,Not Verified,3 years,MORTGAGE,5.42,12800.0,other, 36 months,A
8808,Fully Paid,67000.0,Not Verified,2 years,RENT,9.99,3600.0,credit_card, 36 months,B
8809,Fully Paid,30000.0,Verified,7 years,RENT,19.69,15000.0,home_improvement, 60 months,E
8810,Fully Paid,36000.0,Source Verified,2 years,RENT,12.99,3600.0,moving, 36 months,C
8811,Fully Paid,40000.0,Not Verified,6 years,OWN,7.49,9000.0,debt_consolidation, 36 months,A
8812,Fully Paid,69000.0,Source Verified,1 year,OWN,17.99,6800.0,debt_consolidation, 60 months,E
8813,Fully Paid,38400.0,Not Verified,5 years,RENT,15.23,10000.0,medical, 36 months,C
8814,Fully Paid,65000.0,Verified,2 years,RENT,18.79,20000.0,debt_consolidation, 60 months,E
8815,Charged Off,73200.0,Verified,10+ years,MORTGAGE,15.99,20500.0,debt_consolidation, 60 months,D
8816,Charged Off,33804.0,Not Verified,4 years,RENT,16.89,3000.0,other, 60 months,D
8817,Fully Paid,150000.0,Verified,< 1 year,MORTGAGE,8.49,16000.0,credit_card, 36 months,A
8818,Fully Paid,50000.0,Verified,< 1 year,RENT,12.99,10000.0,other, 36 months,C
8819,Fully Paid,192000.0,Verified,3 years,RENT,10.99,8000.0,medical, 60 months,B
8820,Fully Paid,60000.0,Not Verified,5 years,MORTGAGE,6.99,8850.0,major_purchase, 36 months,A
8821,Fully Paid,65000.0,Not Verified,5 years,MORTGAGE,7.49,16500.0,credit_card, 36 months,A
8822,Charged Off,26400.0,Source Verified,< 1 year,RENT,10.59,8000.0,debt_consolidation, 36 months,B
8823,Fully Paid,48383.0,Verified,10+ years,MORTGAGE,13.49,18225.0,debt_consolidation, 60 months,C
8824,Fully Paid,58000.0,Verified,10+ years,MORTGAGE,16.49,25000.0,debt_consolidation, 60 months,D
8825,Fully Paid,62000.0,Source Verified,9 years,RENT,13.49,10400.0,credit_card, 36 months,C
8826,Fully Paid,120000.0,Source Verified,3 years,MORTGAGE,5.42,14500.0,home_improvement, 36 months,A
8827,Fully Paid,69610.0,Not Verified,10+ years,MORTGAGE,15.23,12000.0,debt_consolidation, 60 months,C
8828,Fully Paid,59126.0,Not Verified,1 year,RENT,15.62,8000.0,credit_card, 36 months,D
8829,Charged Off,92000.0,Verified,4 years,RENT,10.99,21000.0,debt_consolidation, 60 months,B
8830,Fully Paid,61200.0,Not Verified,3 years,RENT,6.99,7150.0,debt_consolidation, 36 months,A
8831,Charged Off,45000.0,Not Verified,10+ years,MORTGAGE,11.49,12000.0,credit_card, 60 months,B
8832,Fully Paid,138600.0,Source Verified,10+ years,MORTGAGE,12.99,12000.0,debt_consolidation, 36 months,C
8833,Fully Paid,157544.0,Source Verified,8 years,MORTGAGE,12.99,35000.0,debt_consolidation, 36 months,C
8834,Fully Paid,62400.0,Not Verified,10+ years,MORTGAGE,5.42,1000.0,major_purchase, 36 months,A
8835,Fully Paid,94940.0,Not Verified,4 years,MORTGAGE,5.42,2000.0,vacation, 36 months,A
8836,Fully Paid,25000.0,Source Verified,2 years,RENT,11.49,6000.0,debt_consolidation, 36 months,B
8837,Fully Paid,56700.0,Source Verified,10+ years,MORTGAGE,8.49,13000.0,debt_consolidation, 60 months,A
8838,Fully Paid,60000.0,Source Verified,< 1 year,MORTGAGE,10.59,7800.0,debt_consolidation, 36 months,B
8839,Fully Paid,370008.0,Source Verified,2 years,MORTGAGE,10.99,35000.0,debt_consolidation, 60 months,B
8840,Fully Paid,105000.0,Verified,9 years,MORTGAGE,17.99,30000.0,debt_consolidation, 60 months,E
8841,Charged Off,60000.0,Not Verified,10+ years,MORTGAGE,5.42,8500.0,wedding, 36 months,A
8842,Fully Paid,85000.0,Not Verified,8 years,MORTGAGE,7.49,16000.0,debt_consolidation, 60 months,A
8843,Charged Off,65000.0,Source Verified,2 years,RENT,15.23,5000.0,small_business, 36 months,C
8844,Fully Paid,98000.0,Source Verified,10+ years,MORTGAGE,9.99,14500.0,car, 60 months,B
8845,Fully Paid,42000.0,Verified,7 years,MORTGAGE,9.99,14400.0,debt_consolidation, 60 months,B
8846,Charged Off,84996.0,Not Verified,< 1 year,RENT,13.99,10000.0,debt_consolidation, 36 months,C
8847,Fully Paid,45000.0,Source Verified,4 years,MORTGAGE,6.99,5800.0,debt_consolidation, 36 months,A
8848,Fully Paid,56000.0,Source Verified,7 years,MORTGAGE,6.99,15000.0,debt_consolidation, 36 months,A
8849,Fully Paid,63000.0,Not Verified,10+ years,MORTGAGE,5.99,4400.0,credit_card, 36 months,A
8850,Fully Paid,38000.0,Source Verified,3 years,RENT,13.49,10500.0,debt_consolidation, 36 months,C
8851,Charged Off,65000.0,Verified,6 years,MORTGAGE,17.49,18825.0,debt_consolidation, 60 months,D
8852,Fully Paid,38000.0,Source Verified,5 years,MORTGAGE,11.99,5000.0,small_business, 36 months,B
8853,Fully Paid,30000.0,Source Verified,< 1 year,RENT,10.99,6500.0,credit_card, 36 months,B
8854,Fully Paid,56000.0,Verified,4 years,RENT,11.99,20000.0,moving, 60 months,B
8855,Fully Paid,90000.0,Not Verified,3 years,MORTGAGE,16.89,12000.0,small_business, 60 months,D
8856,Fully Paid,125000.0,Verified,2 years,MORTGAGE,20.62,29700.0,debt_consolidation, 60 months,F
8857,Charged Off,60000.0,Not Verified,5 years,RENT,16.89,3000.0,medical, 36 months,D
8858,Fully Paid,250000.0,Source Verified,10+ years,MORTGAGE,7.49,15000.0,debt_consolidation, 36 months,A
8859,Charged Off,120000.0,Source Verified,3 years,RENT,21.36,35000.0,debt_consolidation, 60 months,F
8860,Charged Off,50000.0,Not Verified,5 years,OWN,8.49,8300.0,debt_consolidation, 36 months,A
8861,Charged Off,127000.0,Verified,1 year,MORTGAGE,19.69,30000.0,debt_consolidation, 60 months,E
8862,Fully Paid,20000.0,Not Verified,5 years,RENT,6.99,3625.0,debt_consolidation, 36 months,A
8863,Fully Paid,50052.0,Not Verified,3 years,RENT,16.49,5500.0,debt_consolidation, 36 months,D
8864,Fully Paid,66000.0,Not Verified,6 years,MORTGAGE,16.49,3000.0,debt_consolidation, 60 months,D
8865,Fully Paid,130000.0,Verified,5 years,MORTGAGE,7.49,24800.0,home_improvement, 36 months,A
8866,Fully Paid,42504.0,Not Verified,2 years,RENT,10.59,7200.0,debt_consolidation, 36 months,B
8867,Fully Paid,30000.0,Source Verified,< 1 year,RENT,21.36,10600.0,debt_consolidation, 60 months,F
8868,Fully Paid,28800.0,Source Verified,3 years,OWN,11.49,12000.0,other, 60 months,B
8869,Fully Paid,83000.0,Verified,5 years,RENT,20.62,25000.0,major_purchase, 60 months,F
8870,Fully Paid,131000.0,Verified,< 1 year,RENT,5.99,30000.0,wedding, 36 months,A
8871,Fully Paid,112224.0,Verified,5 years,MORTGAGE,6.99,25000.0,debt_consolidation, 36 months,A
8872,Charged Off,50000.0,Verified,8 years,MORTGAGE,10.59,8000.0,wedding, 36 months,B
8873,Fully Paid,157000.0,Verified,8 years,MORTGAGE,7.49,28000.0,small_business, 36 months,A
8874,Fully Paid,75996.0,Not Verified,4 years,MORTGAGE,16.89,17000.0,debt_consolidation, 36 months,D
8875,Charged Off,77000.0,Verified,5 years,MORTGAGE,21.36,20950.0,debt_consolidation, 60 months,F
8876,Fully Paid,46704.0,Source Verified,2 years,RENT,11.49,9000.0,debt_consolidation, 36 months,B
8877,Charged Off,55000.0,Verified,4 years,MORTGAGE,17.99,11400.0,small_business, 36 months,E
8878,Fully Paid,32000.0,Not Verified,< 1 year,RENT,10.99,8000.0,credit_card, 36 months,B
8879,Charged Off,66000.0,Source Verified,10+ years,RENT,10.99,4500.0,debt_consolidation, 36 months,B
8880,Fully Paid,65000.0,Not Verified,8 years,MORTGAGE,7.49,3600.0,home_improvement, 36 months,A
8881,Fully Paid,70000.0,Verified,10+ years,RENT,11.49,35000.0,debt_consolidation, 60 months,B
8882,Fully Paid,52000.0,Verified,3 years,RENT,16.89,23675.0,debt_consolidation, 60 months,D
8883,Charged Off,34800.0,Source Verified,< 1 year,RENT,11.99,7000.0,debt_consolidation, 36 months,B
8884,Fully Paid,80000.0,Not Verified,2 years,MORTGAGE,6.99,5000.0,major_purchase, 36 months,A
8885,Fully Paid,28800.0,Source Verified,4 years,RENT,5.42,7000.0,other, 36 months,A
8886,Fully Paid,41520.0,Verified,3 years,RENT,18.39,16000.0,debt_consolidation, 60 months,E
8887,Fully Paid,105000.0,Verified,6 years,RENT,5.99,30000.0,debt_consolidation, 36 months,A
8888,Fully Paid,258000.0,Verified,3 years,MORTGAGE,5.99,28000.0,small_business, 36 months,A
8889,Fully Paid,42000.0,Source Verified,< 1 year,MORTGAGE,5.99,7775.0,debt_consolidation, 36 months,A
8890,Fully Paid,225000.0,Verified,10+ years,MORTGAGE,15.62,35000.0,wedding, 36 months,D
8891,Charged Off,37000.0,Source Verified,1 year,RENT,22.48,16400.0,debt_consolidation, 60 months,G
8892,Fully Paid,42000.0,Verified,1 year,RENT,10.99,12000.0,other, 60 months,B
8893,Fully Paid,120000.0,Source Verified,3 years,MORTGAGE,11.99,14000.0,medical, 36 months,B
8894,Fully Paid,81600.0,Not Verified,1 year,MORTGAGE,11.99,7200.0,credit_card, 36 months,B
8895,Fully Paid,108000.0,Verified,10+ years,MORTGAGE,10.59,21600.0,major_purchase, 36 months,B
8896,Charged Off,36000.0,Source Verified,2 years,MORTGAGE,11.99,13500.0,debt_consolidation, 60 months,B
8897,Fully Paid,53800.0,Not Verified,4 years,MORTGAGE,10.99,6000.0,debt_consolidation, 36 months,B
8898,Fully Paid,36000.0,Source Verified,< 1 year,RENT,13.49,7500.0,debt_consolidation, 36 months,C
8899,Fully Paid,35000.0,Not Verified,2 years,MORTGAGE,9.99,10225.0,debt_consolidation, 36 months,B
8900,Charged Off,27000.0,Source Verified,1 year,OWN,11.99,4800.0,home_improvement, 36 months,B
8901,Fully Paid,120000.0,Verified,10+ years,MORTGAGE,11.99,8575.0,debt_consolidation, 36 months,B
8902,Fully Paid,18000.0,Not Verified,< 1 year,RENT,11.99,3600.0,other, 36 months,B
8903,Fully Paid,163008.0,Source Verified,10+ years,MORTGAGE,13.49,10000.0,major_purchase, 60 months,C
8904,Charged Off,103000.0,Verified,10+ years,OWN,13.99,30000.0,small_business, 60 months,C
8905,Fully Paid,72000.0,Verified,4 years,RENT,16.49,35000.0,debt_consolidation, 60 months,D
8906,Fully Paid,49000.0,Source Verified,6 years,MORTGAGE,5.42,9600.0,credit_card, 36 months,A
8907,Fully Paid,44582.0,Not Verified,10+ years,MORTGAGE,7.49,5600.0,debt_consolidation, 36 months,A
8908,Fully Paid,65000.0,Source Verified,2 years,RENT,12.99,13000.0,debt_consolidation, 36 months,C
8909,Fully Paid,34500.0,Not Verified,3 years,RENT,15.99,12000.0,debt_consolidation, 60 months,D
8910,Fully Paid,65000.0,Source Verified,3 years,RENT,11.49,5000.0,medical, 36 months,B
8911,Fully Paid,75000.0,Source Verified,8 years,MORTGAGE,15.23,7200.0,other, 36 months,C
8912,Fully Paid,123000.0,Not Verified,3 years,MORTGAGE,10.99,10000.0,debt_consolidation, 36 months,B
8913,Fully Paid,68000.0,Not Verified,1 year,MORTGAGE,10.99,8000.0,home_improvement, 36 months,B
8914,Fully Paid,32400.0,Not Verified,8 years,RENT,6.99,11000.0,debt_consolidation, 36 months,A
8915,Fully Paid,48000.0,Verified,< 1 year,OWN,9.99,1600.0,debt_consolidation, 36 months,B
8916,Fully Paid,118000.0,Verified,< 1 year,MORTGAGE,11.49,35000.0,credit_card, 60 months,B
8917,Fully Paid,46000.0,Verified,3 years,MORTGAGE,11.49,6000.0,debt_consolidation, 36 months,B
8918,Fully Paid,27800.0,Source Verified,3 years,RENT,8.49,6800.0,credit_card, 36 months,A
8919,Fully Paid,63000.0,Source Verified,2 years,OWN,18.39,12600.0,debt_consolidation, 60 months,E
8920,Fully Paid,55000.0,Verified,10+ years,MORTGAGE,17.49,18225.0,credit_card, 60 months,D
8921,Fully Paid,73000.0,Source Verified,3 years,MORTGAGE,11.99,14000.0,major_purchase, 60 months,B
8922,Fully Paid,70000.0,Verified,10+ years,MORTGAGE,18.39,6800.0,debt_consolidation, 36 months,E
8923,Fully Paid,104000.0,Verified,10+ years,MORTGAGE,18.39,35000.0,debt_consolidation, 60 months,E
8924,Fully Paid,104000.0,Verified,8 years,RENT,18.39,35000.0,wedding, 60 months,E
8925,Fully Paid,32000.0,Not Verified,2 years,MORTGAGE,14.79,6000.0,debt_consolidation, 36 months,C
8926,Fully Paid,130000.0,Verified,3 years,RENT,10.99,16000.0,wedding, 60 months,B
8927,Fully Paid,39000.0,Not Verified,10+ years,RENT,15.62,1500.0,other, 36 months,D
8928,Fully Paid,40000.0,Verified,10+ years,RENT,11.99,24000.0,other, 60 months,B
8929,Fully Paid,75000.0,Source Verified,10+ years,RENT,17.99,16000.0,debt_consolidation, 60 months,E
8930,Fully Paid,54000.0,Not Verified,7 years,MORTGAGE,5.42,5000.0,debt_consolidation, 36 months,A
8931,Fully Paid,135000.0,Verified,4 years,MORTGAGE,7.49,25000.0,debt_consolidation, 36 months,A
8932,Fully Paid,40896.0,Verified,4 years,MORTGAGE,12.99,23675.0,debt_consolidation, 60 months,C
8933,Fully Paid,58000.0,Source Verified,< 1 year,MORTGAGE,11.99,11600.0,major_purchase, 36 months,B
8934,Charged Off,90000.0,Source Verified,6 years,MORTGAGE,10.59,14000.0,debt_consolidation, 36 months,B
8935,Fully Paid,39750.0,Source Verified,5 years,RENT,8.49,7250.0,credit_card, 36 months,A
8936,Charged Off,24000.0,Verified,1 year,RENT,17.99,1000.0,debt_consolidation, 36 months,E
8937,Fully Paid,50004.0,Not Verified,4 years,MORTGAGE,13.49,5000.0,other, 60 months,C
8938,Fully Paid,57500.0,Source Verified,3 years,RENT,15.23,2400.0,moving, 36 months,C
8939,Charged Off,80000.0,Source Verified,2 years,MORTGAGE,14.79,12500.0,credit_card, 60 months,C
8940,Fully Paid,130000.0,Source Verified,7 years,MORTGAGE,15.99,6500.0,wedding, 36 months,D
8941,Fully Paid,39000.0,Source Verified,< 1 year,RENT,15.23,14125.0,credit_card, 60 months,C
8942,Fully Paid,24000.0,Not Verified,1 year,RENT,10.99,5500.0,debt_consolidation, 36 months,B
8943,Fully Paid,50000.0,Source Verified,< 1 year,RENT,10.59,12000.0,debt_consolidation, 36 months,B
8944,Charged Off,300000.0,Source Verified,10+ years,RENT,21.74,33500.0,debt_consolidation, 60 months,F
8945,Fully Paid,75000.0,Not Verified,7 years,MORTGAGE,6.99,8500.0,other, 36 months,A
8946,Fully Paid,90000.0,Not Verified,9 years,MORTGAGE,5.99,6400.0,credit_card, 36 months,A
8947,Charged Off,65000.0,Source Verified,3 years,RENT,22.11,4800.0,small_business, 60 months,G
8948,Fully Paid,225000.0,Source Verified,2 years,MORTGAGE,8.49,30000.0,home_improvement, 36 months,A
8949,Fully Paid,60000.0,Verified,8 years,RENT,13.99,5000.0,car, 60 months,C
8950,Fully Paid,33600.0,Source Verified,3 years,RENT,13.49,5000.0,major_purchase, 36 months,C
8951,Fully Paid,70000.0,Not Verified,1 year,MORTGAGE,6.99,4800.0,major_purchase, 36 months,A
8952,Fully Paid,55000.0,Not Verified,10+ years,RENT,10.59,10000.0,debt_consolidation, 36 months,B
8953,Charged Off,54000.0,Verified,3 years,MORTGAGE,15.99,6500.0,debt_consolidation, 36 months,D
8954,Fully Paid,38000.0,Not Verified,1 year,RENT,7.49,10000.0,debt_consolidation, 36 months,A
8955,Fully Paid,65000.0,Not Verified,9 years,RENT,6.99,4000.0,major_purchase, 36 months,A
8956,Fully Paid,76000.0,Not Verified,4 years,RENT,8.49,3400.0,debt_consolidation, 36 months,A
8957,Fully Paid,31200.0,Not Verified,10+ years,RENT,15.23,6000.0,debt_consolidation, 36 months,C
8958,Fully Paid,72252.0,Source Verified,< 1 year,MORTGAGE,6.99,8000.0,car, 36 months,A
8959,Fully Paid,72000.0,Source Verified,7 years,RENT,12.99,12000.0,credit_card, 60 months,C
8960,Fully Paid,85000.0,Not Verified,2 years,MORTGAGE,13.99,7500.0,home_improvement, 36 months,C
8961,Fully Paid,32000.0,Not Verified,4 years,MORTGAGE,5.99,2000.0,debt_consolidation, 36 months,A
8962,Fully Paid,48000.0,Verified,2 years,RENT,16.89,14000.0,debt_consolidation, 36 months,D
8963,Fully Paid,15600.0,Source Verified,5 years,RENT,5.99,5000.0,credit_card, 36 months,A
8964,Fully Paid,75000.0,Source Verified,6 years,MORTGAGE,8.49,3000.0,credit_card, 36 months,A
8965,Fully Paid,34800.0,Not Verified,4 years,RENT,11.99,5000.0,credit_card, 36 months,B
8966,Fully Paid,64000.0,Verified,1 year,RENT,10.99,13000.0,major_purchase, 36 months,B
8967,Fully Paid,30000.0,Not Verified,5 years,RENT,12.99,8000.0,debt_consolidation, 36 months,C
8968,Fully Paid,42000.0,Not Verified,10+ years,RENT,15.99,5000.0,other, 60 months,D
8969,Fully Paid,75000.0,Verified,2 years,RENT,21.74,14000.0,wedding, 60 months,F
8970,Charged Off,18835.2,Not Verified,2 years,RENT,16.49,6000.0,small_business, 36 months,D
8971,Fully Paid,55000.0,Source Verified,< 1 year,RENT,12.99,12300.0,debt_consolidation, 36 months,C
8972,Fully Paid,24960.0,Source Verified,< 1 year,MORTGAGE,13.99,2000.0,home_improvement, 36 months,C
8973,Fully Paid,14400.0,Not Verified,1 year,RENT,10.99,3000.0,debt_consolidation, 36 months,B
8974,Fully Paid,125000.0,Source Verified,10+ years,MORTGAGE,10.59,8800.0,debt_consolidation, 36 months,B
8975,Fully Paid,54996.0,Verified,10+ years,RENT,13.99,30000.0,debt_consolidation, 60 months,C
8976,Fully Paid,76000.0,Verified,10+ years,MORTGAGE,18.39,20000.0,debt_consolidation, 60 months,E
8977,Fully Paid,140000.0,Not Verified,10+ years,MORTGAGE,11.49,5000.0,home_improvement, 36 months,B
