Sales;TV;Radio;Newspaper;Web;Price;Discount;Distribution;Seasonality_Index
10,20;144,11;11,96;14,47;93,14;20,58;0,54;64,76;0,95
8,57;40,94;27,61;6,78;183,36;23,62;8,91;60,16;1,01
14,28;192,87;22,25;5,68;85,28;21,85;7,05;71,74;1,04
12,73;142,97;6,90;24,78;227,45;24,41;11,55;63,54;1,04
10,05;158,22;0,00;22,57;109,73;19,15;9,38;46,09;1,05
14,45;210,58;23,78;20,31;12,10;18,52;4,38;58,83;1,05
12,56;104,41;9,93;30,53;304,36;19,08;12,38;67,30;1,05
13,19;230,67;4,79;6,18;144,31;17,17;4,60;65,22;0,98
16,61;205,84;14,41;56,99;265,69;23,04;11,70;63,93;0,98
19,01;283,19;8,68;38,88;75,47;20,86;4,04;58,32;1,14
21,64;180,48;40,01;4,09;217,94;18,09;11,37;59,73;1,15
10,09;11,93;38,08;47,12;181,60;20,59;10,29;52,14;1,08
15,17;197,34;18,20;1,89;40,46;16,74;5,69;52,69;1,06
9,77;46,92;14,65;33,60;213,07;21,63;11,56;61,09;1,23
10,02;13,97;43,89;68,94;73,34;17,88;1,51;54,26;0,82
12,82;191,44;21,61;14,41;76,03;24,27;2,55;62,98;1,19
19,58;187,27;19,37;25,56;208,03;19,45;7,89;58,48;1,17
5,77;18,51;35,86;20,90;46,84;20,62;1,14;47,77;0,94
21,05;302,98;23,80;1,18;170,73;22,23;6,82;75,36;0,97
21,34;272,11;41,49;51,33;170,40;24,57;7,55;71,70;1,00
12,59;40,98;28,01;31,10;113,18;19,40;11,83;50,90;1,20
21,05;299,23;9,00;8,24;152,42;16,42;7,86;74,10;1,20
14,95;178,82;13,33;3,58;140,12;23,44;10,87;58,28;1,06
23,24;266,36;39,89;38,47;169,31;21,61;9,84;70,61;0,88
8,06;40,22;7,65;47,51;243,93;21,86;7,27;71,06;1,10
18,57;155,59;30,39;13,19;161,13;22,31;8,75;58,47;0,86
9,68;108,79;0,74;54,30;81,20;17,81;8,20;45,71;1,17
17,35;156,39;22,81;6,96;268,59;17,07;14,35;72,69;0,93
17,29;205,57;34,49;8,06;103,75;22,71;6,82;53,81;1,12
11,47;40,46;44,71;59,10;58,94;18,58;0,98;35,00;1,04
9,21;26,91;24,75;50,67;151,26;22,23;1,88;51,09;1,17
18,59;314,60;1,26;10,84;178,85;21,40;6,48;86,26;0,89
8,09;18,36;22,87;19,75;197,18;21,85;0,56;56,76;0,88
11,50;33,06;38,43;85,19;19,97;21,28;12,03;43,36;0,94
14,20;132,76;34,42;37,57;123,59;21,19;9,77;43,51;1,22
20,56;222,33;3,84;29,24;311,05;20,00;8,13;84,62;1,03
14,83;93,90;12,67;23,74;277,77;20,30;6,12;70,23;1,03
17,77;167,05;33,44;70,38;156,79;25,09;11,90;59,15;1,02
13,16;62,21;47,25;26,97;75,69;19,06;3,27;50,43;1,07
16,18;214,06;38,30;43,36;38,70;23,05;2,55;57,66;0,94
6,53;43,06;10,98;34,28;193,69;19,28;5,58;51,03;0,85
17,29;215,87;18,40;11,57;228,36;21,20;9,61;75,99;0,93
5,13;44,12;9,22;0,30;233,32;24,05;11,16;70,47;0,96
18,12;119,97;25,60;27,39;290,11;23,78;14,87;70,91;0,99
13,24;20,77;34,25;5,40;199,99;18,60;12,86;51,38;0,91
16,08;201,74;23,02;53,28;227,92;22,07;9,37;71,39;1,09
15,65;197,44;0,00;38,57;147,53;18,82;10,52;71,08;1,11
15,06;164,64;23,76;17,03;193,37;19,73;6,35;58,34;0,99
20,83;221,71;44,01;33,91;216,19;22,26;3,49;77,03;0,97
18,84;228,41;11,19;33,66;316,73;24,07;8,38;77,75;1,12
5,39;9,09;7,68;20,23;242,72;20,87;6,30;62,18;1,27
18,55;210,24;33,54;80,34;112,12;18,42;5,20;58,86;1,00
11,28;32,92;30,28;10,12;252,86;21,70;6,76;59,09;1,03
13,35;143,90;18,62;9,38;91,68;19,61;4,87;66,99;1,18
10,91;132,79;19,52;19,10;73,85;16,78;8,33;44,08;1,17
17,89;199,12;20,97;49,51;227,27;25,56;15,28;75,79;0,88
14,72;233,71;11,43;49,62;102,53;26,38;0,41;75,71;1,00
13,33;189,37;13,33;9,95;149,99;21,30;2,96;69,55;0,87
17,19;278,13;14,29;7,16;158,63;23,73;4,90;62,43;1,21
26,01;190,22;55,00;19,12;187,27;23,08;12,35;59,20;1,13
21,80;249,31;36,11;72,38;342,32;26,76;11,39;81,00;0,94
20,59;176,63;44,14;58,84;175,87;23,51;6,53;67,30;1,14
22,90;211,16;32,16;28,70;229,30;16,80;12,22;75,00;1,14
17,22;229,30;7,99;49,85;157,82;28,08;10,78;59,35;1,18
17,32;235,04;2,69;17,74;314,56;24,55;10,32;76,65;1,09
20,74;222,68;39,89;37,75;168,75;19,72;5,91;63,09;0,90
21,65;245,82;31,94;0,30;131,81;17,66;8,70;65,81;1,12
10,90;127,79;0,00;26,25;268,68;21,62;8,56;85,02;1,07
9,74;70,45;18,65;22,72;210,01;18,36;8,01;55,30;0,96
13,73;283,08;10,50;39,92;35,19;23,17;3,28;54,14;0,96
11,26;57,57;8,18;9,14;251,68;21,23;12,56;56,75;1,13
17,82;132,08;21,18;17,09;274,57;18,08;11,11;76,41;1,16
8,83;19,10;0,00;21,28;244,13;15,04;12,51;61,02;1,16
15,31;74,63;26,38;54,29;224,16;21,11;14,08;57,12;0,96
19,09;256,55;30,83;75,16;230,46;20,72;11,29;74,16;0,82
7,43;74,70;3,99;35,30;237,84;20,00;7,12;59,09;1,07
21,63;261,09;41,60;59,35;177,49;17,90;12,65;74,32;1,03
25,51;225,39;23,45;11,27;341,24;20,10;13,28;100,00;1,19
12,64;186,69;2,04;26,80;117,09;23,01;15,52;65,46;1,02
6,71;92,14;6,12;7,64;14,15;21,18;5,58;45,07;0,96
14,20;99,32;3,72;34,31;351,37;17,29;13,60;71,92;1,09
22,23;177,77;35,25;10,24;278,73;16,58;11,82;66,13;0,98
17,61;229,51;23,58;28,90;99,94;21,32;6,48;68,20;1,18
13,20;105,78;34,67;6,27;47,82;21,18;5,26;54,46;1,16
18,45;144,16;44,33;61,23;154,41;22,13;9,67;58,73;1,07
11,68;142,47;0,00;18,67;151,28;18,41;8,85;70,08;1,00
15,57;234,98;8,77;22,09;27,10;22,17;8,89;57,04;1,00
8,49;99,54;17,43;45,55;135,36;24,82;8,40;62,57;1,12
5,94;30,55;11,92;17,21;74,63;19,33;4,29;48,93;1,14
20,78;233,19;15,66;31,14;293,01;16,13;9,26;79,45;0,96
13,04;199,95;1,66;60,33;194,61;22,14;3,32;62,83;1,13
3,09;8,05;2,45;29,13;126,15;25,16;12,42;48,90;1,05
10,77;136,31;22,63;22,29;48,48;15,92;3,87;57,80;0,76
9,04;102,96;4,44;32,62;36,75;19,92;8,28;44,96;0,96
20,51;113,82;55,00;53,02;157,99;19,60;10,05;63,26;1,27
16,73;165,00;10,33;25,29;219,63;20,74;9,82;61,74;0,90
25,81;262,95;43,68;57,93;217,32;22,82;9,46;81,43;1,15
4,72;19,05;1,94;2,72;182,54;21,93;4,96;57,95;1,18
11,26;6,78;38,45;51,04;224,04;19,27;6,44;50,22;0,78
10,02;22,53;38,49;4,49;64,90;22,44;12,69;43,85;1,05
20,08;170,87;44,38;14,40;104,75;19,93;8,05;65,91;0,94
23,02;228,05;52,82;0,30;186,81;19,62;13,52;61,96;1,15
10,35;120,87;25,40;19,81;43,56;17,67;10,61;42,88;1,13
9,51;30,78;21,69;48,00;46,93;13,42;4,26;43,89;1,13
24,24;223,64;36,57;59,20;268,01;22,63;12,12;92,71;0,94
15,30;272,20;16,84;0,30;84,97;27,84;6,45;59,99;1,04
16,46;158,15;35,05;47,39;131,51;22,22;3,81;64,37;0,99
9,21;95,37;8,37;18,63;120,14;21,68;6,05;57,31;1,07
8,51;70,84;5,71;17,23;236,98;17,84;11,00;60,16;1,08
23,31;256,74;51,45;8,20;62,56;20,45;5,31;62,73;1,23
14,57;55,33;24,95;69,81;259,21;23,07;8,92;62,07;1,16
10,13;133,16;4,43;9,46;253,28;26,20;8,61;67,61;0,91
17,88;184,47;46,53;5,00;197,36;25,07;16,97;57,05;0,93
14,96;17,59;44,84;41,35;351,71;21,53;6,18;70,71;1,08
21,47;310,55;16,39;0,30;179,52;21,84;9,92;82,19;0,94
16,30;91,61;11,92;14,14;333,36;20,02;10,20;74,82;1,09
14,44;26,55;45,64;0,30;281,49;15,91;8,98;72,83;1,15
23,62;210,35;29,68;16,98;308,23;16,20;10,23;84,53;1,10
13,50;66,84;25,08;6,34;233,56;15,31;11,88;63,28;1,12
20,23;207,92;37,64;71,01;172,39;21,93;11,30;63,67;0,86
18,89;193,27;42,45;11,62;87,28;19,59;7,88;55,98;0,95
13,14;24,73;45,31;81,84;72,60;15,07;10,86;35,97;1,08
20,73;161,23;43,77;30,82;140,77;20,37;12,79;60,09;1,18
16,38;112,97;4,32;38,94;345,33;19,04;13,92;78,01;1,06
15,16;248,60;0,00;21,73;122,98;17,62;4,55;78,48;1,04
17,59;187,85;26,08;64,43;208,47;20,23;10,81;73,61;1,15
21,23;255,59;22,27;39,54;190,68;20,75;10,34;67,00;0,89
23,89;247,25;30,72;17,28;315,62;19,30;8,53;73,64;1,03
20,70;251,63;28,06;11,68;249,14;24,20;4,47;76,59;1,08
9,98;95,90;7,26;42,86;184,48;13,83;0,86;67,00;1,02
25,68;262,93;36,55;78,37;176,86;16,21;9,06;70,78;1,06
12,83;6,31;18,56;22,20;203,48;18,49;9,76;60,55;1,20
7,73;110,36;7,40;5,93;127,16;19,74;2,67;55,90;0,90
14,05;133,92;0,00;21,36;341,39;21,29;14,49;83,12;0,95
21,12;259,44;47,93;33,88;175,43;20,00;9,72;60,77;0,76
23,95;197,52;51,02;36,19;208,43;18,08;14,68;81,81;1,02
8,69;67,14;25,74;34,07;146,34;19,40;9,12;48,08;0,82
13,17;131,76;33,60;46,46;53,99;19,00;2,52;57,64;0,88
9,21;122,47;10,02;37,79;144,39;25,11;8,84;57,66;1,02
15,94;214,43;7,37;40,90;149,81;20,27;9,60;65,68;1,09
3,29;34,79;1,78;0,30;164,84;18,25;5,44;53,58;0,80
10,15;230,67;15,23;27,62;59,44;29,19;0,67;61,29;0,79
23,44;242,05;32,37;5,72;319,51;20,38;11,87;86,90;1,23
14,75;163,36;39,26;56,64;4,00;22,76;1,95;57,20;1,07
15,73;259,09;25,17;7,11;87,82;23,31;10,56;73,90;0,89
12,07;148,66;12,44;19,78;145,26;22,48;5,92;63,80;1,08
26,54;265,63;30,00;73,16;313,62;23,43;17,36;96,82;1,27
12,09;248,24;7,95;0,30;58,07;21,60;0,00;61,25;0,85
17,45;176,82;44,31;19,54;176,79;20,79;9,56;73,83;0,92
21,57;174,77;36,31;55,65;186,64;19,26;14,01;70,03;1,09
16,20;194,40;29,01;39,14;220,00;22,08;6,30;67,56;0,78
19,44;258,06;20,20;13,26;266,44;27,83;9,48;81,31;1,06
16,36;238,30;42,36;47,50;36,60;25,59;4,80;61,50;1,20
13,41;30,34;42,14;50,28;295,65;20,24;8,99;66,51;1,00
9,39;169,44;4,76;29,13;76,99;23,30;6,56;59,68;1,00
12,61;101,13;9,53;25,14;134,35;16,88;2,49;63,23;1,17
21,00;199,86;46,26;39,00;163,04;20,27;8,49;66,50;0,85
11,69;76,97;3,54;1,95;380,00;21,99;13,53;56,98;1,16
11,19;127,14;18,19;38,84;186,83;24,98;7,62;75,46;0,98
10,95;65,53;42,31;35,76;77,52;16,96;3,53;47,48;0,97
10,32;124,66;7,00;28,49;102,59;18,46;9,90;50,20;0,95
18,78;166,75;52,99;11,02;143,39;27,18;11,28;54,71;0,94
8,93;182,92;0,00;36,22;42,56;21,16;1,21;52,28;1,02
14,67;200,33;20,35;19,46;137,41;26,59;2,93;60,45;0,86
10,32;130,03;27,04;19,86;15,88;20,58;1,93;43,37;1,22
8,86;107,22;1,01;24,92;115,90;20,52;8,26;51,16;1,18
14,17;177,84;16,15;25,54;201,81;19,62;9,57;72,32;1,11
19,25;320,00;4,52;6,39;149,22;24,97;9,91;88,04;1,09
17,29;275,13;4,05;37,06;122,85;26,31;5,46;74,06;1,13
4,80;44,47;9,89;30,58;65,43;15,77;2,42;54,86;0,92
15,03;208,84;0,00;52,50;139,45;20,32;10,00;62,53;1,10
16,12;244,32;7,28;22,97;155,36;24,27;5,42;69,82;0,93
10,83;9,10;31,06;8,14;206,50;17,84;9,87;60,21;1,10
16,70;115,10;49,51;19,47;120,74;18,15;2,72;52,31;1,00
17,07;171,23;19,72;35,53;207,33;23,92;6,84;65,67;1,09
13,13;212,82;5,41;13,89;77,08;24,33;9,26;65,82;1,12
11,91;130,32;11,68;33,69;71,46;18,73;3,33;61,19;1,11
18,96;279,82;35,27;0,30;164,79;22,04;11,38;72,89;0,80
17,00;223,10;13,50;30,16;241,36;17,35;1,14;66,97;0,88
24,87;262,11;22,86;23,79;331,65;18,71;9,48;84,13;1,22
8,64;70,53;17,91;0,30;200,51;19,25;8,04;50,89;1,07
14,19;251,15;5,48;20,84;138,32;21,49;13,06;68,56;0,85
11,23;117,27;5,86;15,72;143,82;16,60;2,99;60,94;1,09
13,66;178,48;24,61;34,84;35,48;18,48;7,92;51,79;0,94
12,27;33,53;22,23;42,33;181,68;15,76;12,11;58,39;0,78
12,56;94,48;4,28;19,72;348,72;20,94;8,60;78,92;1,00
18,59;81,12;33,33;24,64;300,88;13,12;9,88;72,56;1,10
15,94;93,61;48,62;54,68;137,47;16,87;8,95;48,51;0,86
19,26;240,82;4,77;31,33;286,87;15,49;4,72;78,90;1,09
19,69;191,51;35,22;61,72;149,29;22,75;6,63;67,71;1,14
22,30;195,35;36,03;30,96;167,90;15,13;13,09;77,84;0,91
16,21;132,26;43,46;33,11;124,01;20,28;9,83;56,52;0,99
15,22;81,15;41,50;45,72;153,67;25,04;7,98;61,37;0,99
16,30;84,74;52,98;40,21;87,54;25,10;8,00;57,96;1,17
18,17;194,82;29,84;2,65;69,28;14,61;8,46;56,50;1,04
10,85;16,09;42,96;71,61;71,42;20,44;9,64;53,59;0,83
10,23;32,91;3,31;14,92;252,41;15,50;7,22;71,44;1,10
10,15;116,90;20,73;26,26;69,60;16,06;11,49;62,11;0,85
15,50;222,46;22,67;8,49;39,77;20,46;10,20;60,36;0,83
21,76;249,35;29,07;16,61;148,24;25,22;10,35;85,32;0,94
13,12;72,72;43,87;54,29;92,94;21,77;4,44;47,15;1,09
9,16;4,33;22,35;33,56;119,17;16,37;3,59;63,90;1,14
14,40;167,74;38,19;0,30;67,99;22,27;5,55;61,24;0,98
19,23;86,50;35,61;20,06;247,64;12,22;10,41;75,73;1,01
14,36;141,50;33,05;13,76;90,66;17,54;0,78;53,82;1,17
29,52;278,18;38,61;71,29;326,06;19,98;13,60;92,73;0,98
15,67;255,18;6,41;51,60;142,93;22,24;11,59;78,72;0,95
8,03;91,27;11,61;46,50;129,98;19,28;9,02;48,48;0,80
8,39;52,44;3,56;11,68;288,05;18,39;7,52;66,45;1,00
21,05;240,78;26,50;26,82;152,32;20,81;5,19;53,57;1,20
25,51;280,33;47,87;48,50;178,39;22,31;10,29;72,43;1,17
15,75;305,33;5,39;10,98;178,82;23,59;7,23;69,75;0,84
13,32;167,65;22,99;61,75;133,42;21,60;9,02;60,22;1,27
9,78;89,05;13,07;62,88;131,11;19,29;9,19;76,50;0,87
19,06;289,98;11,45;42,57;100,47;23,53;10,23;79,37;1,02
8,00;8,30;18,45;23,73;216,18;21,17;5,01;47,96;1,08
22,46;289,84;43,40;4,59;110,43;19,78;8,50;72,12;0,94
14,71;251,60;4,42;23,68;165,47;21,26;6,19;76,10;0,96
14,29;164,24;20,71;1,53;87,52;23,72;6,13;55,01;0,98
9,45;65,94;1,66;31,12;12,62;15,82;7,34;45,00;0,98
17,82;156,63;24,83;4,67;272,31;25,74;13,72;75,40;0,95
8,68;16,67;1,22;10,73;143,34;14,11;11,80;42,64;1,07
26,31;259,36;46,02;42,65;197,29;20,77;11,05;66,69;0,93
22,25;247,88;28,31;2,06;98,33;17,97;6,57;65,41;1,04
2,69;51,98;8,49;41,53;6,33;26,37;3,54;42,90;1,10
9,90;21,43;49,61;84,23;25,70;18,16;0,18;36,85;1,15
13,85;150,07;12,69;0,30;70,34;18,20;10,54;49,27;0,93
22,65;269,33;40,93;49,70;226,24;20,94;8,83;76,59;0,94
12,02;53,88;36,14;31,47;115,44;19,52;9,34;58,36;1,20
19,23;218,61;34,94;35,64;193,33;20,21;11,47;70,17;0,94
17,54;206,05;18,37;44,61;225,37;20,85;4,79;84,07;1,04
10,87;77,75;21,19;5,38;174,06;8,00;4,99;54,24;1,02
10,03;128,45;0,00;47,08;261,04;20,57;14,64;71,84;0,84
15,42;206,92;18,26;62,83;182,68;21,67;9,31;66,45;0,90
15,41;240,47;27,12;12,01;160,77;24,43;6,13;73,42;0,83
14,69;135,78;38,63;45,59;16,64;24,64;5,24;43,53;1,21
22,75;189,74;50,82;2,21;137,47;19,72;12,33;77,15;1,13
17,30;274,85;14,85;10,05;160,63;24,09;11,00;59,86;0,82
14,18;248,58;4,82;22,50;7,93;17,86;0,00;68,12;1,08
11,62;7,30;43,00;92,31;67,72;22,20;12,58;45,24;1,21
12,02;5,79;21,99;45,55;231,10;17,06;12,77;63,07;0,87
28,96;308,13;48,60;72,10;231,98;19,20;9,81;89,79;0,87
8,30;78,77;3,92;1,96;161,90;18,39;3,20;64,09;1,19
5,55;36,77;0,00;1,45;343,85;22,95;14,57;66,41;0,87
9,84;129,40;10,01;0,30;48,79;20,14;6,99;55,65;0,97
9,24;121,19;15,86;20,76;223,33;24,62;3,92;79,66;0,82
13,64;218,51;7,95;49,78;85,20;19,12;5,17;54,75;0,93
12,74;69,74;5,72;25,57;307,18;22,65;21,29;85,36;0,90
13,31;133,61;19,43;27,95;235,89;18,02;9,46;71,28;0,93
21,79;232,25;32,93;2,00;287,56;21,54;8,31;77,11;1,01
23,97;286,28;40,82;27,62;176,49;22,63;5,43;67,67;1,25
18,64;164,86;42,94;0,30;110,63;22,10;13,92;57,93;1,10
6,62;76,53;8,79;20,66;61,82;20,09;8,51;35,23;1,02
13,58;175,04;7,37;13,06;167,43;17,97;12,53;62,41;1,05
13,04;197,10;5,05;27,00;101,68;23,67;7,08;59,11;1,18
19,37;228,99;41,30;35,00;156,51;26,92;12,96;60,59;1,11
17,04;317,65;9,54;43,61;68,57;20,73;2,74;71,64;1,19
14,80;107,70;1,39;34,26;313,60;14,04;10,89;72,23;1,00
9,97;1,23;34,61;41,08;108,28;20,35;8,38;43,38;0,97
11,05;40,54;26,00;28,83;123,19;17,95;12,21;49,65;0,89
8,60;24,17;7,78;25,16;235,09;18,32;10,09;63,34;1,06
5,06;125,45;0,29;2,56;124,23;21,33;4,31;58,47;1,01
19,92;179,96;34,71;39,98;126,62;19,42;7,97;57,09;1,10
18,62;197,97;55,00;17,83;172,15;19,84;3,50;68,23;0,95
11,12;51,16;32,84;14,52;117,96;18,55;0,00;51,84;1,09
18,72;190,56;26,86;83,04;141,85;26,48;10,69;56,13;1,04
9,08;48,82;27,49;53,60;45,44;19,65;4,56;43,49;1,09
10,73;0,70;23,48;0,30;213,99;14,06;8,19;61,36;0,96
18,98;198,97;18,01;26,69;167,77;17,04;10,89;71,03;1,16
18,44;219,15;21,96;12,47;186,53;21,30;13,39;68,52;0,96
15,95;124,66;3,11;2,49;223,02;15,93;10,44;71,54;0,98
11,24;20,09;39,42;89,93;65,49;14,86;13,44;38,44;0,97
7,73;35,03;15,09;44,94;243,46;21,26;11,16;55,72;0,91
6,13;123,57;7,72;24,21;21,48;22,11;5,76;46,82;0,86
24,67;174,54;40,56;7,43;251,96;19,05;11,30;83,38;1,14
8,84;95,88;11,65;36,21;211,21;20,74;4,13;64,86;0,85
14,45;202,16;26,14;57,65;4,00;22,07;8,34;50,58;0,87
12,25;162,24;0,67;7,59;216,04;22,01;0,00;79,61;1,00
10,69;71,93;15,10;31,81;158,96;21,37;5,66;55,33;1,16
16,11;176,10;5,73;26,04;109,55;12,24;6,47;75,83;0,98
17,93;255,22;8,80;16,18;148,70;20,58;4,52;65,67;1,07
10,15;34,28;37,78;15,26;95,09;20,34;5,64;41,88;1,01
12,73;160,79;7,71;49,10;102,44;19,50;12,76;57,31;1,15
9,34;0,70;32,15;60,00;67,88;19,20;10,35;42,41;1,09
6,90;32,93;24,81;31,19;60,07;21,36;3,67;40,06;1,20
24,49;171,70;48,46;0,30;203,57;20,32;8,12;86,55;0,91
8,03;56,35;18,41;22,49;184,45;23,91;3,86;60,78;1,11
21,62;225,10;29,28;24,04;282,43;24,74;13,14;82,43;1,00
9,65;132,24;13,62;7,47;152,85;19,34;6,66;57,78;1,03
12,94;240,79;5,04;94,71;120,89;21,96;0,00;61,69;0,85
18,22;118,19;27,35;35,37;228,19;10,93;9,87;73,99;1,03
13,12;55,86;49,29;14,49;52,48;17,89;8,31;35,00;0,88
8,91;20,08;0,00;18,55;264,45;14,24;12,66;55,21;0,88
18,59;128,10;44,84;20,68;163,38;20,62;8,58;59,94;0,89
20,45;207,90;23,95;77,81;236,34;22,38;8,26;83,28;0,87
11,00;107,45;13,80;39,66;124,04;22,23;13,92;54,06;1,04
18,24;221,63;35,08;34,03;180,30;25,74;8,86;72,65;1,11
9,89;15,72;22,59;38,64;236,99;18,80;12,05;60,62;1,01
14,21;257,36;0,00;38,13;166,26;29,07;5,44;80,05;1,10
16,89;282,08;4,74;3,18;144,10;22,19;9,46;59,62;1,16
22,27;231,03;36,00;17,58;167,42;16,90;3,51;74,39;1,22
10,95;38,67;35,82;33,95;161,97;17,28;6,88;53,89;0,87
17,87;172,54;16,59;56,94;228,51;19,90;4,92;77,12;0,99
13,72;278,35;5,31;0,30;192,04;23,24;5,91;69,03;0,95
11,35;96,05;0,00;31,50;255,92;16,69;13,50;67,93;1,06
12,35;214,08;0,76;29,60;172,04;20,15;5,32;67,75;1,10
9,16;35,04;37,32;23,59;72,83;18,33;9,28;39,99;0,77
12,79;93,77;3,25;3,73;272,08;17,76;14,87;60,09;0,86
15,45;94,92;54,10;50,49;151,77;22,64;8,83;54,24;0,83
14,04;166,72;15,09;61,11;171,74;23,15;11,44;66,04;0,90
8,74;1,33;28,93;40,47;116,39;22,48;9,20;43,27;1,07
6,92;69,85;12,46;25,20;110,84;18,23;7,06;50,55;0,77
13,94;133,23;37,37;14,09;92,43;23,70;9,78;42,44;0,99
10,38;15,98;16,22;17,06;176,48;14,13;14,54;52,41;0,96
11,26;93,43;20,86;18,85;157,50;15,02;5,65;65,88;0,98
9,27;82,79;6,80;22,23;159,26;15,51;4,07;63,06;1,07
10,21;117,65;22,96;3,01;31,30;19,50;1,87;48,44;1,02
24,93;242,17;54,34;46,31;187,53;25,59;13,13;73,54;0,77
19,02;250,99;9,55;14,14;129,63;19,34;10,88;61,44;1,14
8,50;35,93;1,21;25,72;39,19;17,37;2,95;55,41;1,30
11,84;0,70;40,70;53,77;198,69;18,29;1,92;70,41;0,81
16,98;248,25;21,42;2,69;104,59;22,86;4,48;65,94;1,29
11,77;13,91;38,96;15,55;117,57;16,92;9,63;67,69;0,86
21,98;215,75;32,39;50,14;278,77;19,78;10,48;73,43;1,09
12,95;0,70;39,37;11,90;189,09;13,92;9,79;46,31;1,22
6,18;41,23;4,68;28,79;163,56;17,18;5,60;50,64;0,78
8,63;0,70;11,76;31,72;226,96;22,35;12,50;56,94;1,17
13,04;39,28;35,97;0,30;202,68;18,77;10,51;75,18;1,14
14,04;171,91;14,76;0,30;49,87;17,70;7,57;52,55;1,02
11,45;175,71;23,60;26,47;134,30;24,54;8,07;56,37;1,05
21,02;170,76;49,92;66,51;194,79;19,37;11,48;61,20;0,95
17,98;184,84;18,83;28,01;212,99;25,27;10,52;78,09;1,11
14,63;228,18;8,08;86,96;92,96;26,79;2,89;69,32;1,23
12,01;120,80;9,41;26,76;233,16;20,11;10,30;64,04;1,02
23,75;218,07;34,29;24,51;204,83;16,26;12,07;58,57;0,93
12,20;156,50;25,00;9,80;85,14;27,38;10,62;48,72;1,24
9,62;165,85;0,59;26,02;200,74;21,70;9,49;79,72;0,94
8,02;0,70;20,91;14,33;124,85;17,23;3,85;54,11;1,07
8,50;115,09;15,77;36,45;206,49;23,10;5,84;65,10;0,90
7,13;45,90;18,43;25,47;104,60;21,26;5,21;63,71;1,05
5,11;58,59;0,00;18,99;63,64;23,24;5,94;61,54;0,98
11,46;103,51;9,14;27,77;211,81;17,62;8,13;64,06;1,08
12,23;17,48;48,59;14,34;115,50;19,49;4,08;49,50;0,99
4,88;95,85;2,01;20,65;82,06;15,73;1,76;48,02;0,90
8,83;84,46;0,00;13,63;254,58;21,39;1,75;64,83;1,01
10,63;164,55;30,94;5,21;80,02;19,99;0,00;46,32;1,02
15,30;249,98;15,07;25,51;16,21;22,36;4,39;46,52;1,03
9,84;5,32;46,82;58,19;4,00;18,64;13,84;35,00;0,91
23,48;258,81;21,18;27,09;194,69;20,79;14,92;81,23;1,01
10,95;143,15;0,09;8,97;246,76;17,10;5,51;59,30;1,15
15,36;103,70;5,65;29,84;255,78;22,31;9,84;81,93;1,19
11,85;241,73;14,74;56,65;97,45;26,69;1,34;58,58;1,00
16,77;210,94;27,76;29,00;215,09;19,27;4,68;84,29;0,96
13,87;180,05;39,46;37,54;4,00;22,61;1,27;48,41;0,95
11,56;29,73;33,06;43,17;155,76;20,52;7,48;43,14;0,95
24,52;225,48;35,81;45,16;278,19;21,54;10,18;87,81;1,10
16,60;120,83;10,56;24,81;217,06;15,01;9,60;75,81;1,12
19,84;149,12;38,21;58,11;208,62;16,67;11,83;60,87;0,82
9,76;78,18;5,39;13,39;245,94;16,68;7,93;63,29;1,09
19,06;84,56;41,82;115,89;209,90;14,26;9,79;56,47;0,95
13,86;136,96;10,41;40,05;329,82;24,87;7,13;76,43;1,07
17,79;263,09;19,19;20,77;196,11;22,71;3,89;74,82;1,13
14,43;256,21;2,75;11,62;160,22;21,19;2,05;67,89;0,99
11,00;113,32;9,07;18,19;53,18;12,68;7,65;37,99;1,26
20,39;44,71;41,06;51,60;317,97;13,63;10,61;65,68;1,10
13,42;226,71;6,83;10,58;148,82;20,90;0,67;72,19;1,10
15,74;278,13;29,01;104,69;43,44;29,53;5,66;59,92;0,89
10,90;157,88;8,91;37,98;116,45;18,34;2,27;57,24;1,14
10,13;36,23;16,46;19,09;111,86;21,54;12,62;44,09;1,01
13,76;159,65;8,91;21,03;244,94;18,76;7,18;66,95;1,14
21,08;220,82;7,97;24,76;286,97;21,27;12,40;89,15;1,17
4,06;34,19;23,19;56,81;37,25;23,32;9,37;35,77;0,81
9,26;40,11;4,88;25,60;210,64;17,84;5,04;64,81;1,16
19,49;171,47;40,72;3,30;116,25;17,91;8,02;60,79;1,20
19,45;132,29;44,67;52,74;182,17;25,07;11,14;65,37;1,07
13,18;59,74;39,72;29,93;52,70;19,40;6,85;41,80;1,10
21,25;218,32;42,70;21,86;202,09;24,51;10,80;69,01;1,07
18,71;222,16;33,50;21,35;169,31;18,86;3,90;68,75;1,03
13,20;176,33;5,36;44,24;97,13;25,41;8,07;55,44;1,16
6,82;65,39;4,48;9,96;159,74;19,84;5,65;59,27;1,11
9,72;223,91;0,00;42,38;166,82;22,84;8,56;71,89;0,81
15,02;192,49;30,19;39,55;87,16;21,44;10,02;74,53;1,03
11,25;52,46;14,52;0,30;340,39;17,02;13,66;74,25;0,99
14,89;218,07;24,56;21,51;32,31;21,00;6,73;42,79;0,94
21,73;70,62;45,45;7,30;231,29;17,56;12,46;71,90;1,17
9,50;120,67;17,40;19,02;203,00;22,86;11,08;63,29;0,94
16,14;177,09;17,00;28,15;208,15;19,98;13,99;83,21;0,93
