horas_estudio_dia,asistencia_pct,nota_previa,tareas_entregadas_pct,horas_sueno_dia,participacion_pct,ausencias_semestre,tutorias_mes,nota_final
3.36,62.39,4.75,54.17,5.73,82.07,1,0,4.63
2.42,96.94,4.78,85.39,6.73,39.13,9,2,4.98
4.36,62.84,4.44,61.48,6.49,76.11,6,1,4.73
0.54,62.87,2.26,77.16,8.05,36.93,3,4,3.07
3.66,67.94,3.21,59.22,7.44,72.70,1,2,4.05
5.50,68.80,3.60,72.49,6.20,44.56,5,3,4.86
4.87,91.43,3.78,82.59,5.79,43.52,8,4,5.00
4.58,97.67,2.27,66.50,6.79,44.91,6,0,4.28
5.42,58.21,3.70,85.78,7.84,61.62,9,2,4.54
1.67,86.66,4.16,65.38,5.11,72.46,7,2,4.35
1.79,73.42,3.03,91.80,6.00,45.46,4,1,3.92
4.15,76.03,4.75,81.61,8.34,80.02,10,2,4.95
2.59,79.20,3.19,60.57,8.96,83.77,6,1,4.17
1.33,88.47,3.46,74.57,5.42,35.70,0,0,4.28
3.79,59.53,3.14,85.25,7.59,74.42,9,1,4.08
5.05,65.50,3.34,56.78,6.52,61.24,9,2,4.14
3.37,88.76,3.10,98.84,8.52,60.54,6,3,4.73
1.18,80.60,4.06,81.30,5.77,37.88,0,3,4.18
3.11,62.18,2.55,90.13,6.91,45.10,8,3,3.53
4.53,92.35,4.38,64.38,5.04,45.97,1,4,4.80
4.87,82.24,4.40,50.83,6.34,89.59,4,2,4.94
3.86,65.59,3.43,89.02,8.86,90.49,0,3,4.76
3.70,64.43,2.16,54.48,5.23,62.56,9,0,3.33
1.43,84.50,2.72,65.23,5.17,66.29,0,0,3.85
3.50,82.60,2.24,63.30,5.16,69.47,4,0,3.54
3.02,59.91,2.02,52.24,6.16,52.95,9,2,3.20
1.02,93.82,4.02,95.38,8.91,47.82,5,2,4.73
5.28,95.74,4.73,77.07,5.41,99.99,9,3,5.00
2.82,84.55,2.34,82.24,8.75,97.73,9,3,3.93
2.30,60.74,3.34,88.55,5.46,42.55,4,1,3.96
0.72,56.61,3.06,70.58,8.38,79.00,2,0,3.64
4.75,75.00,4.48,96.80,5.93,81.43,6,0,5.00
1.95,60.97,2.20,57.31,5.49,76.97,10,1,2.88
1.43,90.79,3.57,63.72,6.90,85.90,6,4,4.47
4.29,89.07,4.73,60.55,5.00,60.87,7,3,4.90
0.53,87.20,4.37,51.35,7.84,93.16,8,3,4.28
2.13,60.07,2.74,87.69,5.52,91.22,1,1,4.00
4.90,95.85,4.06,84.27,6.87,39.33,8,2,5.00
2.60,75.82,4.31,94.41,7.39,38.75,9,4,4.50
4.84,63.46,2.18,64.47,7.47,57.81,7,2,3.71
3.15,99.19,3.43,86.69,8.14,57.98,5,0,4.63
3.41,67.18,2.42,74.17,6.73,88.26,4,0,4.02
2.82,67.40,3.42,85.96,7.37,94.18,2,3,4.25
1.90,76.87,2.95,90.55,7.70,69.68,6,1,4.07
3.71,86.45,4.57,77.53,8.48,37.07,0,3,4.81
3.95,79.63,3.60,58.11,6.80,88.27,1,0,4.54
2.31,83.42,4.75,50.98,8.47,52.95,6,1,4.41
4.75,89.98,2.95,84.27,7.53,74.01,5,3,4.91
3.27,76.44,4.28,95.03,8.39,56.09,9,3,5.00
4.29,69.17,3.53,80.31,8.96,86.90,5,2,4.62
2.40,82.16,2.01,56.38,5.70,64.90,3,1,3.57
3.61,85.32,4.40,55.36,5.36,99.32,4,3,5.00
2.92,95.83,3.66,61.82,8.71,82.66,7,0,4.65
0.51,75.21,4.51,88.14,7.10,95.70,0,3,4.85
3.83,68.63,2.03,99.64,6.90,57.83,1,3,3.91
2.52,86.32,4.18,76.41,6.86,62.82,2,3,4.78
0.63,86.79,2.39,77.82,7.45,40.10,0,3,3.63
4.58,88.41,4.77,70.70,5.10,41.79,3,0,4.99
1.23,68.37,2.31,53.90,8.09,70.18,10,1,3.09
0.53,80.10,2.70,87.00,8.40,54.46,3,0,3.79
3.07,77.97,3.47,96.39,6.58,88.97,6,4,4.48
4.59,83.18,2.92,95.19,8.61,81.63,5,1,4.70
0.81,97.29,4.01,80.37,7.37,42.94,4,2,4.73
1.56,60.75,4.57,98.77,5.27,41.21,5,4,4.69
1.59,70.68,2.01,72.91,8.40,57.39,7,4,3.27
1.43,84.00,3.79,68.73,5.57,96.16,10,0,4.15
4.27,65.20,4.20,53.85,8.23,45.66,2,0,4.90
3.70,74.48,4.78,66.39,8.33,98.47,0,1,4.97
0.78,68.85,2.28,94.34,5.63,92.85,0,1,3.97
5.38,91.50,2.03,81.87,7.34,62.71,5,1,4.26
3.58,79.32,3.52,93.64,8.11,85.36,10,2,4.72
2.52,64.34,2.86,73.86,7.07,58.80,4,2,3.71
4.75,69.28,4.49,64.25,7.04,66.49,10,0,4.79
4.47,62.70,4.37,61.36,5.95,42.57,10,4,4.62
1.63,78.11,4.18,86.38,5.29,73.55,5,0,4.58
2.17,89.67,2.02,71.47,5.05,80.79,7,3,3.73
2.72,98.08,2.52,53.06,8.37,91.21,5,3,4.19
3.41,67.12,2.34,52.73,5.02,56.04,7,2,3.35
1.20,55.91,3.69,70.15,6.35,43.29,3,0,3.49
2.14,70.01,2.78,78.65,5.47,43.30,2,0,3.62
2.78,94.34,2.28,71.86,8.62,37.56,1,1,3.93
3.61,74.57,2.71,88.69,5.02,39.98,2,4,4.16
4.08,81.32,2.46,86.11,5.64,64.41,7,4,4.36
2.31,66.30,3.63,91.70,8.77,74.94,0,0,4.05
1.71,78.57,2.23,69.51,6.65,93.60,2,3,3.73
4.73,90.10,4.76,92.92,7.30,66.46,0,4,5.00
4.09,74.92,3.04,57.49,7.55,97.16,9,4,4.22
3.86,71.70,2.66,57.86,7.88,98.91,9,2,4.09
1.96,66.43,3.20,53.69,6.69,73.57,6,0,3.72
1.73,71.42,3.99,77.48,5.84,99.47,9,3,4.48
1.14,72.08,2.16,74.53,6.86,76.65,1,2,3.62
2.80,71.63,4.61,55.08,6.65,66.78,7,3,4.51
1.20,70.57,2.40,86.72,6.39,97.00,4,0,3.59
1.71,99.25,2.61,91.44,7.17,56.73,3,2,4.12
3.67,68.68,2.44,55.35,6.77,38.87,10,2,3.48
2.94,98.16,2.08,63.42,8.22,60.87,7,3,4.02
3.92,98.21,2.79,97.88,5.88,35.72,7,1,4.38
5.21,57.32,2.05,82.51,5.57,53.17,1,0,3.99
2.28,86.40,3.15,67.25,8.88,90.32,0,4,4.44
5.32,81.94,3.36,85.91,5.31,40.93,0,2,4.91
3.06,61.18,4.61,92.59,5.43,94.22,7,4,4.90
4.57,59.56,4.61,59.29,8.58,71.36,9,0,4.50
3.60,81.43,4.73,56.57,7.60,81.06,10,3,4.61
3.93,56.59,2.71,78.43,7.19,57.83,7,2,4.03
0.75,71.77,2.96,84.28,6.75,58.56,2,0,3.85
1.39,92.64,2.13,57.64,6.74,97.04,8,0,3.40
3.08,78.33,4.17,97.29,6.74,45.25,4,0,4.91
1.02,86.08,3.89,55.94,6.39,65.75,3,4,4.06
4.39,97.80,3.05,86.68,7.95,35.57,0,2,4.85
1.41,95.26,4.46,59.93,8.96,46.84,3,0,4.55
3.24,57.62,4.30,83.08,8.51,53.87,1,1,4.49
4.33,76.36,4.45,93.67,5.02,36.77,8,1,4.87
4.13,85.65,3.66,79.57,8.37,44.20,2,3,4.75
1.48,59.27,2.61,88.77,8.37,56.67,0,3,3.90
5.48,85.47,4.24,96.35,8.81,54.06,9,2,5.00
2.16,93.72,3.19,78.91,8.42,73.45,0,4,4.73
0.95,86.79,4.77,69.75,8.80,45.00,6,1,4.50
0.85,93.98,2.34,89.70,8.00,60.54,8,4,3.67
3.83,91.99,2.58,88.85,6.58,74.31,1,1,4.43
1.77,64.69,4.27,72.15,8.02,52.05,7,2,3.77
1.38,65.01,2.64,72.80,8.97,93.54,9,4,3.64
3.55,90.08,3.07,59.06,5.08,67.76,9,1,4.26
1.57,59.36,4.73,60.80,7.73,83.55,1,2,4.28
1.30,60.63,4.21,86.79,7.85,37.26,7,0,4.32
4.84,83.70,2.45,88.45,8.05,87.29,7,4,4.49
3.75,63.66,4.36,53.28,5.47,56.01,4,1,4.35
4.80,69.75,2.28,73.66,6.56,40.65,6,3,4.18
1.31,96.85,3.77,69.28,8.48,76.09,5,2,4.60
3.76,72.83,2.20,76.91,7.94,95.96,0,1,3.98
1.15,79.53,2.22,68.67,6.23,97.39,9,3,3.55
1.09,63.31,2.92,98.39,8.21,88.88,9,0,3.71
3.62,65.13,4.03,50.34,7.85,60.80,3,1,4.08
4.41,72.11,4.53,77.87,5.84,80.98,10,3,5.00
0.64,90.75,3.99,62.95,8.63,48.38,8,0,3.87
5.28,97.30,3.21,85.60,8.51,36.05,2,0,4.78
3.98,78.17,3.32,96.85,5.73,89.97,6,2,4.50
4.30,87.56,3.19,98.25,6.23,36.66,10,3,4.62
2.87,77.22,3.96,83.98,6.18,57.11,9,2,4.34
5.07,96.56,2.83,75.56,5.45,52.10,9,4,4.33
3.03,96.43,2.46,68.46,6.05,36.19,9,0,4.10
4.87,70.24,4.52,56.32,8.36,46.93,4,4,4.72
3.42,65.74,4.71,91.61,6.03,79.98,1,1,5.00
5.33,90.01,4.45,50.97,7.50,96.41,0,1,5.00
2.81,78.67,2.30,78.42,8.18,64.89,10,4,3.88
2.50,63.15,2.00,72.60,7.97,43.62,0,3,3.47
4.53,67.26,3.53,59.17,8.35,94.25,3,0,4.53
4.76,65.91,4.60,83.35,8.85,75.49,5,4,5.00
3.57,70.80,4.31,69.76,8.62,40.62,2,3,4.74
3.66,84.90,4.48,93.22,7.29,66.81,8,0,5.00
3.36,66.19,3.57,75.54,8.60,95.19,2,0,4.29
4.15,80.35,4.72,95.86,6.32,93.19,5,1,5.00
2.62,93.96,2.50,56.16,5.72,69.12,8,3,3.86
1.63,76.33,3.49,59.92,5.09,36.40,4,1,3.66
4.83,84.28,2.07,77.70,6.73,90.37,0,3,4.49
0.65,84.69,3.86,84.46,6.72,60.44,0,4,4.31
0.92,70.58,3.77,80.72,5.51,89.95,4,0,4.30
4.44,73.56,4.16,97.68,7.90,80.87,10,1,4.62
2.23,96.41,3.55,64.58,6.18,62.98,8,3,4.27
4.37,67.65,3.09,79.56,6.94,64.72,9,3,4.23
5.18,94.72,4.60,50.40,5.69,94.56,0,3,5.00
1.70,70.69,3.40,94.25,7.82,91.32,9,3,4.57
3.83,73.73,2.61,68.14,7.79,54.62,7,0,4.03
3.47,58.30,4.43,78.48,6.76,51.92,10,0,4.40
2.78,72.52,4.74,87.68,6.64,72.82,9,4,4.76
0.62,99.30,4.53,83.95,6.12,54.38,3,1,4.67
4.97,60.22,3.91,68.53,7.41,80.90,9,4,4.91
2.82,62.70,3.56,66.26,7.56,97.28,7,0,4.36
3.60,88.10,3.84,60.19,7.36,97.43,4,4,4.89
3.75,59.05,2.51,50.68,6.25,82.26,3,3,4.05
2.59,75.15,4.44,90.56,6.91,72.74,2,3,4.69
5.12,96.35,4.08,94.13,5.59,83.04,7,2,5.00
1.41,98.85,3.56,53.77,6.34,41.79,10,0,3.88
3.49,88.51,2.23,84.58,7.75,38.21,9,3,4.06
1.26,83.10,2.59,96.96,7.67,73.77,4,2,3.95
2.09,99.75,4.16,65.40,7.65,94.22,5,1,4.93
1.25,83.92,3.79,75.31,8.22,45.88,0,2,4.30
0.73,69.28,4.56,77.68,7.73,73.04,10,0,4.13
1.80,74.53,3.90,82.29,7.52,40.89,4,3,4.38
3.35,64.49,4.33,76.83,6.23,52.36,3,3,4.93
5.41,74.08,4.76,59.87,6.44,75.93,5,2,5.00
5.22,68.05,2.76,85.88,6.53,46.70,1,4,4.38
3.99,80.75,3.81,59.80,8.35,35.35,9,2,4.49
1.89,79.50,3.33,62.47,6.19,38.89,4,4,3.73
1.50,92.61,4.72,60.28,5.62,52.24,6,3,4.78
1.44,58.10,4.38,71.44,5.75,82.91,0,3,4.35
0.62,58.83,4.42,80.26,8.56,35.97,9,3,3.88
2.89,75.37,3.66,92.95,5.59,64.56,10,4,4.29
2.90,64.69,2.12,71.57,6.44,81.29,2,4,3.82
1.27,95.15,3.50,60.87,6.49,85.04,4,4,4.36
0.60,75.67,3.47,70.45,7.30,74.25,8,3,3.89
2.81,74.33,2.63,57.49,5.00,45.06,1,0,4.08
1.30,90.70,2.59,64.54,6.85,81.04,0,4,4.01
3.90,79.38,2.16,97.79,5.45,80.81,10,3,4.31
2.37,97.77,4.16,57.95,6.62,62.10,10,3,4.52
4.52,68.48,3.78,70.88,8.22,36.82,9,2,4.52
2.11,61.72,3.55,86.90,5.19,92.78,4,3,4.26
0.87,84.38,4.63,95.77,6.00,45.42,7,2,4.68
4.09,61.71,3.91,57.50,6.07,83.18,10,3,4.56
4.67,89.06,2.32,76.47,8.87,58.34,10,2,4.29
4.06,70.35,2.42,65.69,5.57,92.60,0,3,4.15
2.76,79.07,3.81,99.05,8.89,50.58,0,2,4.66
5.23,81.71,3.25,69.75,6.26,65.77,3,0,4.75
1.86,87.39,2.04,92.17,6.41,42.75,6,2,3.95
0.53,69.88,2.62,72.27,7.54,57.29,9,4,3.21
2.07,84.13,4.76,85.71,8.70,53.43,8,2,4.71
0.61,63.91,2.58,50.48,7.43,78.13,1,0,3.07
0.82,92.99,3.86,61.13,7.40,39.77,7,3,4.08
2.49,59.82,3.09,81.84,8.57,66.35,7,3,3.75
0.54,55.34,2.91,72.43,5.26,58.57,9,3,2.98
2.52,79.27,2.66,81.78,8.35,58.32,5,2,3.95
3.59,60.11,3.40,51.89,8.99,61.87,8,2,3.91
0.52,81.62,2.98,53.70,7.02,73.48,0,1,3.44
3.78,70.11,3.18,56.26,5.12,56.11,9,4,3.87
1.18,84.31,2.77,68.99,7.86,41.38,7,1,3.53
4.09,84.64,2.63,74.19,5.01,35.96,5,3,3.98
4.32,59.31,3.66,73.78,5.79,68.22,1,0,4.58
1.80,80.50,3.22,87.98,5.10,68.84,8,3,4.21
0.76,77.58,2.51,55.23,8.07,45.88,1,2,3.58
3.20,80.06,4.37,74.68,5.93,63.27,3,0,4.65
3.51,97.54,2.06,82.86,8.30,75.15,7,3,4.28
1.90,64.35,2.04,58.32,6.62,63.59,0,0,3.51
5.09,66.95,3.50,65.59,6.37,57.95,6,2,4.46
4.64,80.60,3.99,78.93,8.18,66.27,6,4,4.93
5.35,81.49,4.10,91.59,5.59,37.70,7,0,4.95
2.63,68.67,2.58,90.16,7.91,89.45,4,2,3.80
4.54,56.45,2.68,72.65,7.86,59.29,7,1,4.18
2.57,59.16,4.39,62.45,5.58,84.32,1,2,4.22
4.90,61.39,4.65,70.75,8.01,38.97,5,3,4.78
2.68,94.23,3.26,57.18,5.01,74.16,6,2,4.19
5.10,56.27,2.43,96.69,5.36,98.07,10,2,4.42
1.23,90.65,2.78,54.57,5.93,64.44,10,1,3.48
3.78,75.76,3.40,77.92,5.73,94.18,10,4,4.16
2.81,94.10,4.08,76.50,7.34,60.24,2,1,4.88
3.27,70.16,3.65,61.76,6.37,64.34,0,4,4.55
0.68,64.64,4.63,57.52,5.31,45.07,4,3,3.99
3.21,67.22,2.99,89.22,7.70,49.57,8,0,4.01
3.62,62.88,2.73,86.62,5.14,52.58,3,3,4.08
4.68,94.87,4.20,55.88,5.97,39.76,3,2,4.73
2.94,90.07,2.25,53.36,6.42,57.23,1,0,3.60
0.78,60.20,3.49,50.27,7.49,71.89,1,2,3.43
2.05,63.20,3.64,75.25,6.45,88.78,0,0,4.33
0.76,95.92,2.03,76.14,8.40,43.78,1,4,3.65
1.20,92.54,4.04,96.14,6.02,75.18,10,3,4.61
1.79,82.90,2.97,84.12,5.87,84.36,8,0,3.74
2.39,82.72,4.10,68.65,6.41,38.55,0,1,4.36
1.14,83.88,2.21,54.42,6.58,62.79,8,3,3.31
4.96,98.17,2.47,51.24,5.99,58.85,9,4,4.02
3.97,62.72,3.83,92.56,7.86,70.26,2,3,4.94
5.31,74.55,3.15,97.85,6.41,55.87,9,0,4.68
4.25,60.30,2.73,85.63,7.86,81.16,2,1,4.24
3.48,61.42,2.16,71.58,7.82,48.57,6,4,3.47
2.97,89.60,4.11,85.31,6.23,83.09,6,3,4.93
3.82,99.53,3.74,61.30,5.22,35.10,8,0,4.22
1.13,76.12,4.52,94.48,6.06,99.64,4,3,4.69
1.03,73.95,4.30,66.85,7.56,84.72,1,1,4.14
1.76,65.31,4.63,94.14,5.05,79.41,5,4,4.68
2.05,85.37,4.78,87.53,8.50,35.52,4,3,5.00
2.35,92.71,2.41,77.21,5.59,42.17,2,0,3.61
2.67,61.42,2.89,79.81,6.44,70.96,4,3,3.90
3.90,90.48,2.38,54.29,5.78,72.85,10,4,3.98
5.44,70.70,3.75,88.20,6.10,97.75,3,1,5.00
3.20,72.36,3.98,69.95,7.34,79.08,4,0,4.57
4.32,92.24,2.50,88.56,5.16,45.18,9,2,4.47
4.29,58.74,3.74,54.99,8.97,58.90,6,3,4.19
3.60,58.83,2.19,70.35,8.25,44.21,1,2,3.57
4.74,92.65,3.45,85.95,8.73,64.31,6,2,4.94
1.44,96.59,3.85,52.65,5.82,92.59,3,2,4.41
3.65,92.52,4.14,69.08,8.38,73.65,10,2,4.98
4.51,99.45,4.38,62.21,6.76,41.05,7,2,4.88
3.19,76.56,2.78,51.55,8.01,76.85,9,1,3.73
3.65,87.19,3.51,89.58,6.27,74.06,5,1,4.88
2.54,59.44,2.39,52.06,7.80,78.96,8,0,3.30
0.94,92.83,4.02,72.02,6.12,64.01,1,1,4.53
3.39,67.20,3.97,85.48,6.90,61.69,8,0,4.21
1.81,78.86,3.50,76.34,8.05,38.29,7,0,3.97
2.92,79.47,3.53,61.25,7.90,93.68,5,3,4.41
2.63,83.98,3.82,94.93,5.41,85.21,0,4,4.66
5.17,92.60,4.72,97.55,7.03,83.46,5,0,5.00
5.42,82.51,4.35,81.89,5.14,71.97,5,1,5.00
1.00,58.27,2.33,93.70,5.23,52.17,7,4,3.22
3.80,86.85,4.57,62.65,5.14,37.67,8,1,4.64
0.93,68.54,4.43,92.01,7.38,43.41,8,3,4.41
2.96,90.51,3.74,90.82,8.43,59.24,4,1,4.78
3.80,63.34,3.63,81.61,8.44,59.95,5,0,4.30
2.44,67.49,2.21,99.17,6.63,89.59,9,0,3.78
1.65,89.24,3.24,91.96,8.53,51.25,9,3,4.45
2.40,95.88,4.78,73.45,5.89,86.42,1,0,5.00
1.67,64.96,2.31,65.06,8.19,37.82,8,4,3.33
2.48,55.42,2.27,67.37,7.20,96.52,6,3,3.56
1.26,85.20,4.32,54.75,8.99,84.23,6,2,4.50
3.24,66.92,4.09,50.28,6.99,94.95,7,3,4.40
3.95,71.32,4.23,92.66,5.62,62.58,7,0,4.78
3.07,78.26,3.06,65.91,7.41,46.46,2,0,4.03
1.83,58.37,2.04,83.88,6.56,97.98,4,0,3.35
0.57,55.42,4.68,72.29,5.49,78.37,0,2,4.22
1.67,95.15,4.61,66.57,6.41,76.56,4,2,5.00
3.12,91.61,3.40,65.12,6.75,68.89,6,0,4.51
3.98,96.65,2.12,92.59,5.18,59.96,1,3,4.30
4.66,85.08,2.08,91.37,6.82,59.40,4,0,4.17
5.47,86.27,3.73,64.43,5.21,46.58,2,2,5.00
1.69,93.26,4.21,83.07,5.68,71.01,5,3,4.65
2.29,64.42,3.28,66.75,8.41,73.32,5,2,4.22
3.00,78.22,4.22,94.04,6.74,93.45,8,4,5.00
2.32,61.14,4.71,90.19,5.92,71.47,9,4,4.72
4.40,86.90,2.32,83.17,7.85,53.41,5,1,4.38
1.53,95.48,4.24,79.58,6.53,48.82,3,1,4.54
3.03,81.95,4.29,87.98,8.43,44.50,3,1,4.62
2.23,91.40,2.18,68.55,6.94,36.61,2,4,3.68
2.79,56.12,3.93,61.73,8.80,40.25,6,3,4.07
4.61,79.67,2.64,66.34,8.99,43.51,4,1,4.19
3.71,62.03,3.36,86.45,7.48,41.65,8,0,4.24
3.50,91.78,4.43,74.79,7.59,59.82,0,3,5.00
4.10,94.25,4.74,69.75,8.03,64.26,1,3,5.00
1.36,76.18,4.18,62.18,7.93,88.14,3,3,4.35
2.41,68.72,4.50,63.01,6.88,97.07,6,1,4.36
3.85,66.56,2.66,70.68,7.08,48.71,8,1,3.67
3.17,99.44,4.37,81.41,5.85,70.14,8,1,4.87
2.78,70.15,4.32,53.68,5.67,79.73,4,1,4.53
4.48,71.17,4.24,65.32,5.64,94.39,6,3,4.87
2.68,98.00,2.12,78.04,7.63,85.52,5,1,3.87
2.10,72.38,3.22,76.72,5.26,81.00,2,3,3.98
3.57,83.61,4.11,87.77,6.36,41.45,10,4,4.76
3.05,55.60,4.65,59.25,6.69,99.46,9,4,4.46
3.42,60.12,3.70,93.96,8.69,50.54,1,0,4.33
2.82,82.74,3.57,82.02,5.46,35.41,1,1,4.29
2.36,68.64,3.56,89.08,6.38,78.45,4,2,4.29
3.64,93.29,3.74,84.06,7.55,94.97,4,0,5.00
1.33,64.00,4.71,79.70,7.69,49.03,9,4,4.62
0.68,76.00,4.17,76.87,5.03,96.60,8,1,4.16
3.54,96.26,3.46,89.36,8.60,45.07,10,4,4.63
3.69,97.57,3.82,98.92,5.15,70.04,6,4,4.87
5.10,73.94,4.23,89.13,8.29,40.63,8,2,5.00
1.11,95.61,4.35,52.33,8.67,41.28,6,2,4.34
1.05,66.63,2.84,66.28,5.33,57.86,7,0,3.44
4.94,72.60,3.40,54.30,6.29,49.99,4,4,4.31
5.00,78.26,3.65,93.53,7.27,45.13,8,2,4.85
2.88,79.83,4.63,58.52,6.21,76.87,2,3,4.73
1.71,75.21,3.66,78.93,6.69,77.64,8,2,4.30
2.45,81.93,2.28,92.72,6.91,47.08,10,3,3.82
5.40,60.27,2.24,58.61,5.19,42.70,3,0,3.74
2.61,56.90,2.93,89.53,8.28,57.69,3,1,3.61
4.76,89.64,3.55,53.64,7.01,57.56,1,1,4.71
1.89,71.90,3.29,64.03,7.16,56.15,3,2,4.14
2.65,95.27,2.42,61.50,6.52,50.79,0,3,3.92
1.35,73.80,3.56,95.11,8.49,76.49,3,1,4.34
0.89,84.79,3.27,65.25,6.54,58.25,3,3,3.79
2.74,80.29,2.91,92.44,5.23,95.88,6,1,4.22
3.41,72.29,4.60,87.59,8.49,40.84,1,3,4.69
2.96,61.02,2.49,70.33,7.20,93.94,4,0,4.00
2.63,69.60,4.68,77.57,7.57,62.39,2,2,4.72
0.88,88.53,3.49,71.96,8.02,39.97,4,3,3.88
4.30,75.64,2.88,52.66,8.32,73.44,9,3,4.28
1.27,71.95,4.73,79.08,8.08,44.14,6,3,4.24
1.79,98.83,4.75,72.32,5.89,62.01,7,4,4.92
1.27,57.40,4.14,52.36,6.64,37.25,1,2,3.91
1.38,98.26,3.94,67.90,8.36,54.58,3,4,4.82
0.99,68.27,2.74,70.08,5.43,99.70,2,2,3.62
2.62,87.59,2.97,83.82,5.48,62.21,1,3,4.39
0.78,76.17,4.21,91.66,6.30,69.80,8,0,4.40
5.01,84.87,4.57,51.52,8.12,41.29,9,4,4.81
5.21,91.68,4.73,65.30,8.55,97.22,0,0,5.00
0.89,73.82,2.96,95.31,6.78,50.26,1,3,3.91
3.39,68.33,4.47,73.47,8.27,70.56,0,1,4.81
5.02,66.22,4.37,68.85,7.53,40.82,1,4,4.99
5.32,85.48,3.47,69.45,6.20,82.44,1,1,4.90
1.36,89.50,3.87,57.71,6.88,35.06,5,4,4.01
5.38,76.54,2.30,96.70,7.03,59.10,10,0,4.36
5.20,68.94,4.68,51.71,6.53,67.40,9,2,4.89
5.09,84.17,2.91,96.04,6.35,40.60,3,2,4.69
2.15,63.85,2.14,76.94,5.94,82.92,4,4,3.67
2.82,97.48,2.64,57.66,8.01,48.00,5,3,3.88
3.98,73.90,3.51,97.17,5.74,54.15,2,0,4.69
3.31,63.52,3.42,53.24,6.69,87.68,4,2,4.12
5.46,58.78,4.70,56.84,6.96,73.94,6,3,5.00
1.55,66.72,4.74,54.12,5.59,99.04,0,2,4.42
2.78,68.71,2.67,99.86,6.94,41.73,0,1,3.89
1.53,87.09,3.39,61.17,8.21,77.67,6,1,4.08
3.51,62.47,4.21,70.16,5.65,83.13,5,2,4.42
2.90,92.45,2.03,70.20,7.29,81.55,4,0,4.03
0.95,87.24,4.08,86.39,8.45,53.84,2,0,4.13
5.40,64.16,4.10,50.22,8.81,42.33,1,2,4.53
4.59,58.44,4.70,69.75,8.45,51.18,9,1,4.84
0.91,70.93,2.53,85.52,5.21,93.08,3,3,3.51
1.52,79.23,3.12,75.52,8.36,47.41,5,1,3.72
3.75,61.98,3.18,94.61,5.86,54.65,5,4,4.29
4.81,68.70,2.47,73.02,5.97,59.09,0,2,4.10
4.66,77.76,3.37,72.04,5.11,66.70,10,3,4.56
2.41,87.78,3.68,67.77,7.80,80.67,9,3,4.44
0.54,84.90,2.59,93.52,8.71,58.72,0,1,4.05
5.09,99.33,3.59,57.26,7.94,75.59,3,3,4.98
4.11,60.57,2.84,98.30,6.68,89.82,7,4,4.53
4.01,95.59,2.45,95.34,6.77,81.28,3,2,4.66
5.17,60.95,3.60,72.37,6.63,40.13,1,0,4.38
3.46,74.80,2.01,91.64,8.77,80.33,4,3,4.16
5.28,76.85,3.96,74.17,7.57,62.19,10,4,5.00
1.76,79.53,3.51,85.33,6.34,52.60,4,2,4.15
4.67,73.51,2.52,50.72,7.84,99.15,9,1,3.77
2.57,93.27,2.67,62.70,7.44,63.92,3,0,4.30
1.93,84.74,3.00,94.26,5.10,50.75,2,3,4.21
1.99,85.03,2.42,68.38,6.30,90.33,8,4,3.94
1.87,70.76,3.97,50.78,6.57,91.69,6,0,3.98
3.51,74.69,2.22,70.79,5.68,66.54,0,2,3.78
3.05,93.87,3.91,74.25,5.97,51.64,2,0,4.59
3.11,73.25,4.04,70.86,6.92,86.35,2,2,4.52
1.87,98.84,4.26,70.35,8.61,54.22,1,3,4.88
2.73,90.39,2.15,93.01,7.59,50.47,8,3,4.18
2.29,58.81,3.19,64.81,5.20,67.02,5,2,3.74
0.94,91.79,2.22,82.92,5.04,89.88,6,0,3.67
1.20,95.79,2.08,98.70,6.20,85.95,8,0,3.69
4.93,97.23,3.84,88.87,6.37,36.92,10,1,4.93
0.59,71.68,4.62,66.52,7.81,87.22,10,1,4.18
4.21,84.99,2.48,97.92,6.58,60.35,10,3,4.16
5.30,78.76,4.27,87.79,8.85,97.25,6,0,5.00
1.94,67.35,2.57,79.78,5.16,57.62,10,0,3.28
3.53,65.45,2.59,56.77,6.80,52.25,1,2,3.65
3.38,74.24,3.24,74.63,6.50,65.76,1,3,4.43
2.55,72.57,3.09,72.48,6.21,36.86,9,4,3.96
1.96,93.22,2.23,52.53,8.84,95.00,5,2,3.96
0.82,76.38,3.48,92.34,8.72,83.53,8,4,4.00
4.69,89.67,2.52,55.17,8.96,54.69,8,3,4.34
5.07,56.62,4.46,64.39,8.09,40.17,4,4,4.55
3.34,60.35,2.43,71.47,7.00,82.36,3,1,3.53
4.56,80.00,3.04,98.20,8.64,42.04,7,2,4.68
4.83,96.89,4.33,88.75,5.44,37.37,4,1,5.00
5.45,56.87,2.25,73.71,5.66,92.15,0,4,3.91
4.45,72.89,2.62,84.13,8.99,89.55,6,1,4.14
1.16,58.75,4.41,92.33,8.66,69.88,4,0,4.22
3.37,90.26,2.58,70.42,6.16,96.82,1,2,4.19
3.66,56.43,2.04,91.05,6.77,81.54,6,3,3.63
2.33,58.49,3.72,96.78,5.06,93.49,7,3,4.33
3.72,84.14,4.31,85.30,6.99,83.88,3,0,5.00
0.62,72.86,4.39,54.12,7.40,69.04,7,4,4.28
4.37,79.50,3.79,75.54,7.53,99.16,1,0,4.80
0.86,66.19,3.96,59.28,7.34,63.17,8,4,3.90
5.12,74.40,3.27,64.65,5.58,51.13,9,0,4.13
